;codigo_municipio_completo;ANO;MUNICIPIO;ESTADO;HOMICÍDIO DOLOSO (2);Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;HOMICÍDIO CULPOSO OUTROS;TENTATIVA DE HOMICÍDIO;LESÃO CORPORAL SEGUIDA DE MORTE;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;LESÃO CORPORAL CULPOSA - OUTRAS;LATROCÍNIO;Nº DE VÍTIMAS EM LATROCÍNIO;TOTAL DE ESTUPRO (4);ESTUPRO;ESTUPRO DE VULNERÁVEL;TOTAL DE ROUBO - OUTROS (1);ROUBO - OUTROS;ROUBO DE VEÍCULO;ROUBO A BANCO;ROUBO DE CARGA;FURTO - OUTROS;FURTO DE VEÍCULO
4065;3503406;2002;Arealva;São Paulo;0;0;0;0;0;0;0;0;22;9;0;0;0;0;Dado faltando;Dado faltando;1;Dado faltando;2;0;0;70;5
4066;3503406;2001;Arealva;São Paulo;0;0;0;0;1;0;2;0;20;16;0;0;0;1;Dado faltando;Dado faltando;1;Dado faltando;0;0;0;69;4
4067;3503505;2020;Areias;São Paulo;1;1;0;0;1;0;0;0;19;0;0;0;0;1;0;1;0;0;0;0;0;10;0
4068;3503505;2019;Areias;São Paulo;0;0;0;0;0;0;0;0;21;4;0;0;0;4;1;3;0;0;1;0;0;19;2
4069;3503505;2018;Areias;São Paulo;0;0;0;0;1;0;0;0;20;2;0;0;0;1;0;1;0;0;0;0;0;18;0
4070;3503505;2017;Areias;São Paulo;0;0;0;0;0;0;0;0;26;1;0;0;0;1;0;1;1;1;0;0;0;15;0
4071;3503505;2016;Areias;São Paulo;0;0;0;0;0;0;2;0;18;1;1;0;0;0;Dado faltando;0;2;Dado faltando;0;0;0;12;0
4072;3503505;2015;Areias;São Paulo;0;0;0;0;0;0;0;Dado faltando;15;1;0;0;0;2;0;Dado faltando;0;Dado faltando;0;0;0;7;0
4073;3503505;2014;Areias;São Paulo;0;0;0;0;1;0;0;Dado faltando;24;1;0;1;1;0;Dado faltando;Dado faltando;2;Dado faltando;0;0;0;12;0
4074;3503505;2013;Areias;São Paulo;0;0;0;0;0;0;0;Dado faltando;17;0;2;0;0;2;Dado faltando;Dado faltando;1;Dado faltando;0;0;0;11;0
4075;3503505;2012;Areias;São Paulo;0;0;0;0;0;0;0;Dado faltando;24;0;0;0;0;1;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;12;1
4076;3503505;2011;Areias;São Paulo;0;0;Dado faltando;Dado faltando;1;0;0;Dado faltando;18;3;0;0;0;1;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;14;0
4077;3503505;2010;Areias;São Paulo;0;0;0;0;0;0;2;Dado faltando;21;3;0;0;0;1;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;16;0
4078;3503505;2009;Areias;São Paulo;1;1;0;0;0;0;2;0;13;4;0;0;0;0;Dado faltando;Dado faltando;2;Dado faltando;0;0;0;17;1
4079;3503505;2008;Areias;São Paulo;0;0;0;0;0;0;0;0;15;2;2;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;13;2
4080;3503505;2007;Areias;São Paulo;0;0;0;0;0;0;0;0;20;8;1;0;0;1;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;15;0
4081;3503505;2006;Areias;São Paulo;0;0;0;0;0;0;1;0;16;8;0;0;0;0;Dado faltando;Dado faltando;2;Dado faltando;0;0;0;22;1
4082;3503505;2005;Areias;São Paulo;0;0;0;0;1;0;1;0;10;1;0;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;15;2
4083;3503505;2004;Areias;São Paulo;1;1;0;0;0;0;0;0;14;2;0;0;0;0;Dado faltando;Dado faltando;1;Dado faltando;0;0;0;28;0
4084;3503505;2003;Areias;São Paulo;0;0;0;0;1;0;1;0;17;2;0;0;0;0;Dado faltando;Dado faltando;2;Dado faltando;0;0;0;15;0
4085;3503505;2002;Areias;São Paulo;0;0;0;0;0;0;0;0;14;4;0;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;7;2
4086;3503505;2001;Areias;São Paulo;0;0;0;0;0;0;0;0;20;9;0;0;0;0;Dado faltando;Dado faltando;1;Dado faltando;0;0;0;7;0
4087;3503604;2020;Areiópolis;São Paulo;0;0;0;0;0;0;2;0;23;3;1;1;2;4;0;4;4;4;0;0;0;42;5
4088;3503604;2019;Areiópolis;São Paulo;2;3;0;0;0;0;1;0;36;3;0;0;0;6;0;6;1;1;0;0;0;38;2
4089;3503604;2018;Areiópolis;São Paulo;1;1;0;0;0;0;1;0;38;8;1;0;0;2;0;2;4;4;0;0;0;28;2
4090;3503604;2017;Areiópolis;São Paulo;1;1;0;0;0;0;0;0;42;8;0;0;0;6;2;4;7;7;0;0;0;45;0
4091;3503604;2016;Areiópolis;São Paulo;2;2;0;0;2;0;0;0;11;3;1;0;0;6;Dado faltando;3;4;Dado faltando;0;0;0;55;2
4092;3503604;2015;Areiópolis;São Paulo;1;1;0;0;0;0;1;Dado faltando;22;8;0;0;0;6;Dado faltando;Dado faltando;1;Dado faltando;0;0;0;27;2
4093;3503604;2014;Areiópolis;São Paulo;1;1;0;0;1;0;0;Dado faltando;30;8;1;0;0;5;Dado faltando;Dado faltando;5;Dado faltando;0;0;0;17;6
4094;3503604;2013;Areiópolis;São Paulo;0;0;0;0;0;1;1;Dado faltando;31;7;1;0;0;2;Dado faltando;Dado faltando;5;Dado faltando;1;0;0;26;3
4095;3503604;2012;Areiópolis;São Paulo;0;0;0;0;0;0;1;Dado faltando;19;12;0;0;0;3;Dado faltando;Dado faltando;1;Dado faltando;0;0;0;38;2
4096;3503604;2011;Areiópolis;São Paulo;0;0;Dado faltando;Dado faltando;0;0;0;Dado faltando;15;12;1;0;0;1;Dado faltando;Dado faltando;3;Dado faltando;0;0;0;26;1
4097;3503604;2010;Areiópolis;São Paulo;0;0;0;0;1;0;2;Dado faltando;19;8;0;0;0;3;Dado faltando;Dado faltando;5;Dado faltando;1;0;0;24;0
4098;3503604;2009;Areiópolis;São Paulo;2;2;0;0;1;1;2;0;13;5;0;0;0;2;Dado faltando;Dado faltando;4;Dado faltando;0;0;0;26;4
4099;3503604;2008;Areiópolis;São Paulo;4;4;0;0;0;0;2;0;26;8;0;0;0;0;Dado faltando;Dado faltando;5;Dado faltando;1;0;0;11;3
4100;3503604;2007;Areiópolis;São Paulo;1;1;0;0;0;0;3;0;27;4;1;0;0;2;Dado faltando;Dado faltando;4;Dado faltando;0;0;0;26;1
4101;3503604;2006;Areiópolis;São Paulo;0;0;0;0;0;0;3;0;28;8;0;0;0;1;Dado faltando;Dado faltando;4;Dado faltando;2;0;0;20;1
4102;3503604;2005;Areiópolis;São Paulo;2;2;0;0;1;0;0;0;24;6;2;0;0;1;Dado faltando;Dado faltando;4;Dado faltando;0;0;0;13;1
4103;3503604;2004;Areiópolis;São Paulo;1;1;0;0;0;0;1;0;33;6;3;0;0;0;Dado faltando;Dado faltando;1;Dado faltando;0;0;0;18;1
4104;3503604;2003;Areiópolis;São Paulo;0;0;0;0;0;0;0;0;29;4;0;0;0;1;Dado faltando;Dado faltando;4;Dado faltando;0;0;1;16;2
4105;3503604;2002;Areiópolis;São Paulo;0;0;0;0;0;0;0;0;44;1;0;0;0;1;Dado faltando;Dado faltando;4;Dado faltando;3;0;0;21;1
4106;3503604;2001;Areiópolis;São Paulo;0;0;0;0;2;0;2;0;29;4;1;0;0;0;Dado faltando;Dado faltando;8;Dado faltando;4;0;0;23;1
4107;3503703;2020;Ariranha;São Paulo;0;0;0;0;1;0;1;0;33;11;0;0;0;1;0;1;3;3;1;0;0;51;5
4108;3503703;2019;Ariranha;São Paulo;0;0;0;0;0;0;1;0;50;9;0;0;0;6;3;3;1;1;2;0;0;40;7
4109;3503703;2018;Ariranha;São Paulo;0;0;0;0;0;0;1;0;46;9;2;0;0;1;0;1;2;2;1;0;0;41;6
4110;3503703;2017;Ariranha;São Paulo;1;1;0;0;0;0;0;0;41;14;1;0;0;4;3;1;4;4;0;0;0;43;6
4111;3503703;2016;Ariranha;São Paulo;1;1;0;0;2;0;1;0;51;14;4;0;0;2;Dado faltando;1;5;Dado faltando;1;1;0;23;2
4112;3503703;2015;Ariranha;São Paulo;0;0;0;0;6;0;1;Dado faltando;57;13;6;0;0;1;Dado faltando;Dado faltando;5;Dado faltando;0;0;0;19;7
4113;3503703;2014;Ariranha;São Paulo;0;0;0;0;1;0;0;Dado faltando;52;36;3;0;0;2;Dado faltando;Dado faltando;9;Dado faltando;1;0;0;32;12
4114;3503703;2013;Ariranha;São Paulo;0;0;0;0;2;0;4;Dado faltando;52;25;1;0;0;1;Dado faltando;Dado faltando;5;Dado faltando;1;1;0;23;7
4115;3503703;2012;Ariranha;São Paulo;1;1;0;0;1;0;0;Dado faltando;62;16;0;0;0;2;Dado faltando;Dado faltando;5;Dado faltando;0;0;0;32;1
4116;3503703;2011;Ariranha;São Paulo;0;0;Dado faltando;Dado faltando;0;0;0;Dado faltando;74;21;6;0;0;4;Dado faltando;Dado faltando;2;Dado faltando;1;0;0;35;3
4117;3503703;2010;Ariranha;São Paulo;1;1;0;0;2;0;1;Dado faltando;63;16;3;0;0;1;Dado faltando;Dado faltando;4;Dado faltando;0;0;0;29;1
4118;3503703;2009;Ariranha;São Paulo;2;2;0;0;1;0;0;0;88;13;1;0;0;1;Dado faltando;Dado faltando;2;Dado faltando;0;0;0;27;1
4119;3503703;2008;Ariranha;São Paulo;0;0;0;0;1;0;1;0;78;20;3;0;0;1;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;34;4
4120;3503703;2007;Ariranha;São Paulo;0;0;0;0;1;0;0;0;82;18;5;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;31;4
4121;3503703;2006;Ariranha;São Paulo;0;0;0;0;0;0;0;0;89;25;21;0;0;0;Dado faltando;Dado faltando;2;Dado faltando;1;0;0;22;0
4122;3503703;2005;Ariranha;São Paulo;0;0;0;0;0;0;1;0;66;26;29;0;0;1;Dado faltando;Dado faltando;1;Dado faltando;0;0;0;21;2
4123;3503703;2004;Ariranha;São Paulo;1;1;0;0;0;0;0;0;61;18;11;0;0;0;Dado faltando;Dado faltando;1;Dado faltando;0;0;0;45;3
4124;3503703;2003;Ariranha;São Paulo;0;0;0;0;1;0;1;0;58;14;2;0;0;0;Dado faltando;Dado faltando;2;Dado faltando;0;0;0;28;0
4125;3503703;2002;Ariranha;São Paulo;0;0;0;0;0;0;0;0;50;10;2;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;17;2
4126;3503703;2001;Ariranha;São Paulo;0;0;0;0;1;0;1;0;52;12;2;0;0;0;Dado faltando;Dado faltando;1;Dado faltando;0;0;1;21;0
4127;3503802;2020;Artur Nogueira;São Paulo;4;4;0;0;13;2;2;0;159;116;2;0;0;9;4;5;58;57;24;0;1;308;78
4128;3503802;2019;Artur Nogueira;São Paulo;1;1;0;0;7;0;1;1;155;142;6;0;0;6;0;6;84;83;22;0;1;342;100
4129;3503802;2018;Artur Nogueira;São Paulo;2;3;0;0;8;0;2;0;199;135;1;1;1;11;3;8;77;75;36;0;2;382;67
4130;3503802;2017;Artur Nogueira;São Paulo;2;2;0;0;8;0;2;0;199;125;1;0;0;8;4;4;114;109;49;1;4;500;115
4131;3503802;2016;Artur Nogueira;São Paulo;4;4;0;0;4;1;2;0;217;142;0;0;0;12;Dado faltando;4;152;Dado faltando;71;1;4;478;113
4132;3503802;2015;Artur Nogueira;São Paulo;2;2;0;0;7;0;2;Dado faltando;212;191;1;0;0;13;Dado faltando;Dado faltando;89;0;37;0;4;493;71
4133;3503802;2014;Artur Nogueira;São Paulo;1;1;0;0;8;0;2;Dado faltando;261;252;1;0;0;7;Dado faltando;Dado faltando;107;Dado faltando;54;0;1;472;88
4134;3503802;2013;Artur Nogueira;São Paulo;4;4;0;0;7;0;6;Dado faltando;294;256;0;0;0;6;Dado faltando;Dado faltando;164;Dado faltando;46;1;1;775;128
4135;3503802;2012;Artur Nogueira;São Paulo;2;2;0;0;4;2;4;Dado faltando;306;243;0;1;1;10;Dado faltando;Dado faltando;152;Dado faltando;55;0;0;625;86
4136;3503802;2011;Artur Nogueira;São Paulo;4;4;Dado faltando;Dado faltando;7;1;2;Dado faltando;318;255;0;0;0;10;Dado faltando;Dado faltando;123;Dado faltando;55;0;1;650;113
4137;3503802;2010;Artur Nogueira;São Paulo;4;4;0;0;8;2;4;Dado faltando;346;213;0;0;0;10;Dado faltando;Dado faltando;119;Dado faltando;58;0;3;609;123
4138;3503802;2009;Artur Nogueira;São Paulo;9;9;0;0;7;0;4;0;341;208;5;0;0;7;Dado faltando;Dado faltando;220;Dado faltando;61;0;2;824;208
4139;3503802;2008;Artur Nogueira;São Paulo;5;5;0;0;7;1;9;0;327;195;3;0;0;3;Dado faltando;Dado faltando;167;Dado faltando;93;1;0;845;208
4140;3503802;2007;Artur Nogueira;São Paulo;5;5;0;0;4;0;5;0;403;207;0;2;2;1;Dado faltando;Dado faltando;119;Dado faltando;75;0;0;884;217
4141;3503802;2006;Artur Nogueira;São Paulo;2;2;0;0;4;0;5;0;293;187;1;0;0;2;Dado faltando;Dado faltando;79;Dado faltando;38;0;0;778;114
4142;3503802;2005;Artur Nogueira;São Paulo;2;2;0;0;5;0;10;0;286;179;0;0;0;14;Dado faltando;Dado faltando;97;Dado faltando;41;0;6;816;107
4143;3503802;2004;Artur Nogueira;São Paulo;8;8;0;0;8;0;8;0;269;158;1;1;1;6;Dado faltando;Dado faltando;103;Dado faltando;46;0;10;702;69
4144;3503802;2003;Artur Nogueira;São Paulo;5;6;0;0;7;0;13;0;320;166;0;1;1;3;Dado faltando;Dado faltando;71;Dado faltando;39;0;1;721;94
4145;3503802;2002;Artur Nogueira;São Paulo;6;6;0;0;9;0;5;0;239;134;25;1;1;4;Dado faltando;Dado faltando;122;Dado faltando;57;0;7;732;101
4146;3503802;2001;Artur Nogueira;São Paulo;6;5;0;0;9;0;7;0;206;102;3;2;2;3;Dado faltando;Dado faltando;102;Dado faltando;79;0;18;809;118
4147;3503901;2020;Arujá;São Paulo;7;7;0;0;6;3;7;1;267;63;4;0;0;24;5;19;255;233;81;0;22;435;135
4148;3503901;2019;Arujá;São Paulo;3;3;0;0;6;0;11;0;363;108;3;0;0;44;11;33;314;297;95;0;17;644;173
4149;3503901;2018;Arujá;São Paulo;10;12;0;0;7;0;9;0;316;119;3;1;1;47;13;34;353;277;195;0;76;575;217
4150;3503901;2017;Arujá;São Paulo;11;12;0;0;12;0;12;0;370;134;6;1;1;26;10;16;437;337;167;0;100;566;200
4151;3503901;2016;Arujá;São Paulo;11;11;0;0;8;0;4;0;418;143;0;0;0;34;Dado faltando;11;538;Dado faltando;179;0;45;693;183
4152;3503901;2015;Arujá;São Paulo;16;19;0;0;9;1;10;Dado faltando;325;176;2;0;0;42;0;Dado faltando;470;0;131;1;23;654;175
4153;3503901;2014;Arujá;São Paulo;11;11;0;0;11;0;12;Dado faltando;377;223;5;1;1;24;Dado faltando;Dado faltando;368;Dado faltando;185;0;3;622;259
4154;3503901;2013;Arujá;São Paulo;9;10;0;0;11;1;12;Dado faltando;371;241;1;2;2;33;Dado faltando;Dado faltando;432;Dado faltando;152;0;9;779;174
4155;3503901;2012;Arujá;São Paulo;18;19;1;1;10;1;11;Dado faltando;308;225;1;3;3;23;Dado faltando;Dado faltando;356;Dado faltando;226;0;8;676;155
4156;3503901;2011;Arujá;São Paulo;15;16;Dado faltando;Dado faltando;11;0;5;Dado faltando;277;198;15;0;0;13;Dado faltando;Dado faltando;340;Dado faltando;181;0;17;497;184
4157;3503901;2010;Arujá;São Paulo;10;9;0;0;18;0;9;Dado faltando;297;229;9;1;1;15;Dado faltando;Dado faltando;301;Dado faltando;217;0;28;534;151
4158;3503901;2009;Arujá;São Paulo;3;3;0;0;15;0;7;0;301;234;8;0;0;13;Dado faltando;Dado faltando;307;Dado faltando;182;0;37;586;200
4159;3503901;2008;Arujá;São Paulo;16;20;0;0;13;0;10;0;300;292;6;1;1;5;Dado faltando;Dado faltando;273;Dado faltando;172;0;35;529;163
4160;3503901;2007;Arujá;São Paulo;9;12;0;0;14;0;5;0;317;286;6;0;0;8;Dado faltando;Dado faltando;383;Dado faltando;172;1;39;567;180
4161;3503901;2006;Arujá;São Paulo;8;8;0;0;10;0;10;0;272;254;21;3;3;7;Dado faltando;Dado faltando;270;Dado faltando;168;0;27;577;216
4162;3503901;2005;Arujá;São Paulo;11;12;0;0;18;0;10;0;382;285;11;0;1;7;Dado faltando;Dado faltando;305;Dado faltando;159;0;39;627;170
4163;3503901;2004;Arujá;São Paulo;11;11;0;0;12;0;15;0;377;252;6;3;3;8;Dado faltando;Dado faltando;252;Dado faltando;98;0;34;651;128
4164;3503901;2003;Arujá;São Paulo;19;19;0;0;13;1;6;0;319;232;12;1;1;8;Dado faltando;Dado faltando;311;Dado faltando;118;0;16;578;77
4165;3503901;2002;Arujá;São Paulo;8;8;0;0;11;0;11;0;367;207;7;0;0;11;Dado faltando;Dado faltando;226;Dado faltando;114;0;16;405;94
4166;3503901;2001;Arujá;São Paulo;23;24;0;0;12;2;17;0;253;166;7;1;1;6;Dado faltando;Dado faltando;228;Dado faltando;181;0;27;423;158
4167;3503950;2020;Aspásia;São Paulo;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;6;1
4168;3503950;2019;Aspásia;São Paulo;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;2;2
4169;3503950;2018;Aspásia;São Paulo;0;0;0;0;0;0;0;1;5;2;0;0;0;1;0;1;0;0;0;0;0;2;0
4170;3503950;2017;Aspásia;São Paulo;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;4;0
4171;3503950;2016;Aspásia;São Paulo;0;0;0;0;0;0;0;0;10;3;0;0;0;0;Dado faltando;0;0;Dado faltando;0;0;0;2;0
4172;3503950;2015;Aspásia;São Paulo;0;0;0;0;1;0;0;Dado faltando;8;4;0;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;8;0
4173;3503950;2014;Aspásia;São Paulo;0;0;0;0;1;0;0;Dado faltando;8;4;0;0;0;1;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;8;0
4174;3503950;2013;Aspásia;São Paulo;0;0;0;0;1;0;0;Dado faltando;9;6;0;0;0;1;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;8;0
4175;3503950;2012;Aspásia;São Paulo;0;0;0;0;0;0;0;Dado faltando;9;8;0;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;0;0
4176;3503950;2011;Aspásia;São Paulo;0;0;Dado faltando;Dado faltando;0;0;0;Dado faltando;10;12;2;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;2;1
4177;3503950;2010;Aspásia;São Paulo;0;0;0;0;0;0;0;Dado faltando;8;2;1;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;2;0;0;4;0
4178;3503950;2009;Aspásia;São Paulo;0;0;0;0;1;0;0;0;13;6;2;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;9;0
4179;3503950;2008;Aspásia;São Paulo;0;0;0;0;0;0;0;0;6;7;0;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;4;0
4180;3503950;2007;Aspásia;São Paulo;0;0;0;0;0;0;0;0;8;7;0;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;5;0
4181;3503950;2006;Aspásia;São Paulo;0;0;0;0;2;0;0;0;13;4;0;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;4;0
4182;3503950;2005;Aspásia;São Paulo;2;2;0;0;1;0;0;0;14;2;0;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;5;1
4183;3503950;2004;Aspásia;São Paulo;0;0;0;0;0;0;0;0;13;4;1;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;5;0
4184;3503950;2003;Aspásia;São Paulo;0;0;0;0;3;0;0;0;4;3;0;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;2;0
4185;3503950;2002;Aspásia;São Paulo;0;0;0;0;3;0;0;0;2;3;0;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;4;1
4186;3503950;2001;Aspásia;São Paulo;0;0;0;0;0;0;0;0;11;3;0;0;0;0;Dado faltando;Dado faltando;0;Dado faltando;0;0;0;6;0
4187;3504008;2020;Assis;São Paulo;3;3;0;0;9;0;3;0;383;255;4;0;0;19;3;16;84;83;4;0;1;663;63
4188;3504008;2019;Assis;São Paulo;6;7;0;0;9;0;6;1;443;314;2;0;0;37;8;29;75;73;6;0;2;755;95
4189;3504008;2018;Assis;São Paulo;6;6;0;0;12;1;13;0;358;460;8;0;0;27;4;23;130;128;10;0;2;838;108
4190;3504008;2017;Assis;São Paulo;10;11;1;1;9;0;6;1;460;467;7;0;0;26;7;19;174;170;7;0;4;1.074;173
4191;3504008;2016;Assis;São Paulo;3;3;0;0;10;0;8;0;468;547;2;0;0;21;Dado faltando;4;189;Dado faltando;12;0;7;938;199
4192;3504008;2015;Assis;São Paulo;5;5;1;1;7;3;12;Dado faltando;418;611;4;1;1;15;Dado faltando;Dado faltando;137;0;8;0;0;950;117
4193;3504008;2014;Assis;São Paulo;9;9;1;1;10;1;14;Dado faltando;483;610;1;0;0;19;Dado faltando;Dado faltando;175;Dado faltando;13;1;0;957;124
4194;3504008;2013;Assis;São Paulo;8;8;0;0;10;0;15;Dado faltando;479;689;15;0;0;18;Dado faltando;Dado faltando;268;Dado faltando;9;0;0;1.243;141
4195;3504008;2012;Assis;São Paulo;9;9;0;0;15;0;21;Dado faltando;515;680;1;1;1;24;Dado faltando;Dado faltando;252;Dado faltando;16;0;0;1.292;170
4196;3504008;2011;Assis;São Paulo;9;9;Dado faltando;Dado faltando;19;2;11;Dado faltando;553;607;1;2;2;18;Dado faltando;Dado faltando;240;Dado faltando;35;0;1;1.389;143
4197;3504008;2010;Assis;São Paulo;6;6;0;0;10;0;8;Dado faltando;527;555;4;0;0;11;Dado faltando;Dado faltando;233;Dado faltando;25;0;0;1.485;131
4198;3504008;2009;Assis;São Paulo;12;12;0;0;10;2;7;0;573;610;5;1;1;9;Dado faltando;Dado faltando;293;Dado faltando;38;0;1;1.433;120
4199;3504008;2008;Assis;São Paulo;8;8;0;0;12;0;7;0;526;601;7;1;1;2;Dado faltando;Dado faltando;201;Dado faltando;25;0;0;1.249;102
4200;3504008;2007;Assis;São Paulo;4;5;0;0;10;0;15;0;744;663;12;0;0;4;Dado faltando;Dado faltando;169;Dado faltando;11;0;1;1.161;187
4201;3504008;2006;Assis;São Paulo;11;12;0;0;10;0;19;0;791;639;9;1;1;9;Dado faltando;Dado faltando;163;Dado faltando;8;0;1;1.942;233
4202;3504008;2005;Assis;São Paulo;8;8;0;0;11;0;33;0;834;680;8;0;0;9;Dado faltando;Dado faltando;192;Dado faltando;4;0;1;2.776;190
4203;3504008;2004;Assis;São Paulo;14;14;0;0;6;0;29;0;693;702;13;0;0;8;Dado faltando;Dado faltando;186;Dado faltando;10;0;1;1.983;147
4204;3504008;2003;Assis;São Paulo;9;9;0;0;8;1;20;0;679;569;13;0;0;7;Dado faltando;Dado faltando;177;Dado faltando;16;0;10;2.088;112
4205;3504008;2002;Assis;São Paulo;10;13;0;0;14;1;43;0;705;513;15;0;0;11;Dado faltando;Dado faltando;170;Dado faltando;10;0;3;2.303;119
4206;3504008;2001;Assis;São Paulo;10;10;0;0;11;0;38;0;692;489;8;1;1;20;Dado faltando;Dado faltando;191;Dado faltando;20;0;0;2.491;143
4207;3504107;2020;Atibaia;São Paulo;9;9;0;0;27;0;9;0;425;143;0;2;2;49;11;38;281;207;84;0;74;1.103;85
4208;3504107;2019;Atibaia;São Paulo;2;2;0;0;21;0;13;0;514;229;0;2;2;61;16;45;363;298;153;0;65;1.355;180
4209;3504107;2018;Atibaia;São Paulo;12;12;0;0;20;0;15;0;516;237;1;1;1;54;25;29;401;338;175;0;63;1.620;246
4210;3504107;2017;Atibaia;São Paulo;10;10;0;0;22;0;14;0;567;540;0;0;0;43;21;22;628;552;140;0;76;1.699;225
4211;3504107;2016;Atibaia;São Paulo;12;12;0;0;21;0;13;0;643;653;0;0;0;57;Dado faltando;8;625;Dado faltando;82;1;21;1.805;302
4212;3504107;2015;Atibaia;São Paulo;12;12;0;0;25;0;15;Dado faltando;599;566;0;1;3;67;0;Dado faltando;615;0;140;0;14;1.527;312
4213;3504107;2014;Atibaia;São Paulo;23;23;0;0;25;0;15;Dado faltando;655;579;0;1;1;67;Dado faltando;Dado faltando;633;Dado faltando;109;0;12;1.732;341
4214;3504107;2013;Atibaia;São Paulo;8;8;0;0;27;1;17;Dado faltando;712;605;0;1;1;64;Dado faltando;Dado faltando;527;Dado faltando;112;0;19;1.893;351
4215;3504107;2012;Atibaia;São Paulo;17;17;0;0;37;1;21;Dado faltando;878;697;1;0;0;52;Dado faltando;Dado faltando;537;Dado faltando;90;1;32;2.027;274
4216;3504107;2011;Atibaia;São Paulo;22;22;Dado faltando;Dado faltando;40;1;13;Dado faltando;874;665;2;1;1;45;Dado faltando;Dado faltando;556;Dado faltando;121;2;16;1.905;370
4217;3504107;2010;Atibaia;São Paulo;19;19;0;0;35;1;17;Dado faltando;772;638;2;3;3;29;Dado faltando;Dado faltando;528;Dado faltando;102;0;16;1.937;268
4218;3504107;2009;Atibaia;São Paulo;25;24;0;0;34;0;4;0;655;755;1;1;1;19;Dado faltando;Dado faltando;739;Dado faltando;130;0;29;2.052;358
4219;3504107;2008;Atibaia;São Paulo;22;24;0;0;42;5;18;0;638;743;2;1;1;2;Dado faltando;Dado faltando;517;Dado faltando;143;0;35;2.304;441
4220;3504107;2007;Atibaia;São Paulo;22;22;0;0;36;2;20;0;625;664;2;1;1;7;Dado faltando;Dado faltando;492;Dado faltando;137;0;36;3.025;346
4221;3504107;2006;Atibaia;São Paulo;20;20;0;0;23;5;36;0;465;555;4;3;3;7;Dado faltando;Dado faltando;475;Dado faltando;100;0;43;2.424;336
4222;3504107;2005;Atibaia;São Paulo;30;30;0;0;31;3;35;0;539;517;5;0;0;11;Dado faltando;Dado faltando;435;Dado faltando;80;0;20;2.202;259
4223;3504107;2004;Atibaia;São Paulo;19;19;0;0;40;2;33;0;654;511;5;4;4;11;Dado faltando;Dado faltando;491;Dado faltando;108;0;27;2.598;285
4224;3504107;2003;Atibaia;São Paulo;24;25;0;0;33;1;39;0;699;502;6;6;7;18;Dado faltando;Dado faltando;597;Dado faltando;120;3;40;2.401;321
4225;3504107;2002;Atibaia;São Paulo;23;23;0;0;32;5;44;0;600;538;5;0;0;8;Dado faltando;Dado faltando;602;Dado faltando;110;2;37;1.675;289
4226;3504107;2001;Atibaia;São Paulo;20;21;0;0;22;2;39;0;561;522;27;2;2;11;Dado faltando;Dado faltando;371;Dado faltando;138;4;11;1.702;290
4227;3504206;2020;Auriflama;São Paulo;0;0;0;0;0;0;2;0;57;17;1;0;0;7;0;7;4;4;1;0;0;99;2
4228;3504206;2019;Auriflama;São Paulo;1;1;0;0;1;0;2;0;56;31;1;0;0;4;0;4;11;11;1;0;0;114;1
4229;3504206;2018;Auriflama;São Paulo;1;1;0;0;0;0;3;0;59;22;3;0;0;3;2;1;4;4;0;0;0;77;4
